time,sleepHours,firstThing,weather,goodBad,mood
9:47,14,Eat,Rainy,True,lazy
6:28,14,Phone,Sunny,True,sad
12:32,9,Eat,Rainy,False,happy
13:30,14,Shower,Rainy,True,happy
12:19,4,Eat,Sunny,True,sad
7:02,5,Meditate,Hail,True,sad
13:41,6,Shower,Clear,True,lazy
13:27,5,Exercise,Clear,False,refreshed
6:10,6,Phone,Cloudy,False,happy
10:54,4,Shower,Foggy,False,sad
5:25,9,Shower,Rainy,True,lazy
10:33,11,Shower,Sunny,False,refreshed
10:21,4,Phone,Sunny,True,refreshed
8:50,14,Shower,Rainy,True,sad
8:30,6,Eat,Rainy,True,sad
7:04,11,Phone,Rainy,True,lazy
9:04,14,Dress,Snowy,True,refreshed
8:36,9,Dress,Rainy,True,groggy
13:16,5,Exercise,Sunny,True,refreshed
5:21,6,Meditate,Clear,False,tired
11:22,5,Meditate,Clear,False,refreshed
9:17,7,Shower,Clear,False,happy
10:54,4,Shower,Sunny,False,refreshed
6:49,14,Shower,Rainy,True,groggy
6:59,13,Eat,Rainy,True,groggy
13:05,4,Phone,Foggy,False,groggy
13:06,7,Dress,Rainy,True,tired
12:18,11,Eat,Snowy,False,groggy
8:18,13,Dress,Rainy,False,sad
6:03,11,Phone,Clear,False,tired
7:00,4,Phone,Sunny,True,refreshed
7:31,10,Exercise,Clear,False,tired
9:23,9,Dress,Sunny,False,tired
11:12,12,Shower,Rainy,False,groggy
12:35,12,Dress,Clear,True,refreshed
13:17,8,Eat,Clear,True,refreshed
6:28,5,Shower,Sunny,True,groggy
5:46,13,Exercise,Cloudy,False,lazy
5:32,5,Eat,Rainy,True,sad
6:51,7,Meditate,Snowy,True,groggy
12:38,4,Shower,Sunny,True,happy
12:27,13,Shower,Clear,True,refreshed
6:14,11,Meditate,Clear,True,tired
13:14,12,Eat,Clear,False,sad
10:29,7,Meditate,Hail,True,groggy
9:26,7,Exercise,Foggy,False,sad
12:40,10,Phone,Snowy,True,tired
7:45,13,Shower,Clear,True,refreshed
12:52,5,Phone,Clear,False,sad
5:24,8,Meditate,Clear,False,groggy
8:47,4,Exercise,Cloudy,False,happy
8:44,7,Exercise,Clear,True,lazy
8:34,9,Dress,Foggy,False,lazy
4:17,4,Shower,Clear,False,tired
13:50,5,Meditate,Cloudy,False,groggy
12:53,9,Phone,Cloudy,True,groggy
10:03,5,Exercise,Rainy,True,groggy
4:16,14,Eat,Snowy,False,tired
6:46,14,Meditate,Hail,True,happy
5:50,6,Dress,Cloudy,True,refreshed
11:09,10,Exercise,Sunny,True,refreshed
12:51,4,Meditate,Cloudy,False,sad
12:33,13,Shower,Clear,True,happy
6:00,12,Phone,Cloudy,False,tired
5:25,10,Meditate,Rainy,False,lazy
13:13,12,Meditate,Rainy,False,groggy
6:18,7,Shower,Rainy,False,happy
13:42,9,Eat,Clear,False,tired
11:25,9,Eat,Clear,False,groggy
10:13,12,Eat,Snowy,True,lazy
10:20,9,Meditate,Clear,False,happy
10:49,9,Phone,Clear,True,groggy
13:05,4,Shower,Rainy,True,happy
13:03,12,Meditate,Cloudy,False,tired
5:54,8,Phone,Rainy,False,sad
12:17,7,Exercise,Rainy,False,groggy
10:57,9,Exercise,Clear,False,tired
12:04,7,Dress,Snowy,True,refreshed
8:45,10,Phone,Rainy,False,lazy
11:11,8,Phone,Rainy,False,tired
6:27,5,Shower,Rainy,False,happy
12:10,11,Shower,Cloudy,False,sad
6:22,13,Meditate,Cloudy,False,refreshed
11:01,13,Eat,Sunny,False,lazy
8:39,9,Eat,Clear,True,sad
5:17,10,Shower,Clear,False,happy
10:27,6,Eat,Foggy,False,groggy
9:03,7,Phone,Rainy,True,sad
9:15,7,Meditate,Snowy,True,happy
13:19,11,Dress,Rainy,False,sad
12:47,13,Shower,Clear,True,refreshed
10:41,10,Dress,Clear,True,happy
9:33,4,Dress,Cloudy,False,lazy
13:09,11,Eat,Sunny,True,lazy
4:55,10,Phone,Cloudy,True,tired
12:56,14,Phone,Rainy,False,tired
8:00,9,Shower,Snowy,False,groggy
12:59,9,Phone,Clear,False,sad
13:22,10,Shower,Cloudy,True,sad
6:08,11,Phone,Cloudy,False,happy
12:35,13,Phone,Rainy,True,sad
5:04,10,Eat,Clear,True,groggy
5:46,9,Eat,Clear,True,sad
6:14,6,Eat,Cloudy,False,happy
9:21,6,Exercise,Foggy,True,tired
13:55,14,Phone,Hail,True,tired
5:21,11,Dress,Rainy,True,lazy
10:01,4,Eat,Clear,False,happy
8:33,10,Shower,Clear,False,groggy
5:24,8,Exercise,Clear,True,sad
8:45,6,Dress,Rainy,False,tired
12:52,13,Meditate,Clear,False,groggy
6:01,13,Phone,Rainy,True,refreshed
5:16,8,Dress,Cloudy,False,refreshed
7:44,14,Eat,Sunny,False,lazy
13:33,11,Shower,Clear,True,tired
5:33,5,Eat,Foggy,True,happy
6:48,4,Meditate,Sunny,False,sad
11:18,10,Meditate,Clear,True,tired
7:02,7,Dress,Hail,True,tired
12:04,9,Exercise,Cloudy,False,happy
5:46,7,Meditate,Rainy,False,refreshed
5:09,5,Shower,Snowy,False,lazy
6:18,11,Meditate,Clear,True,tired
11:48,4,Phone,Foggy,True,tired
11:15,11,Phone,Cloudy,False,tired
5:14,8,Meditate,Sunny,False,tired
9:16,8,Dress,Clear,True,lazy
5:21,6,Eat,Rainy,False,refreshed
11:48,12,Shower,Snowy,False,lazy
10:18,6,Shower,Snowy,True,refreshed
9:02,6,Exercise,Clear,False,refreshed
8:39,12,Eat,Rainy,False,lazy
6:07,7,Meditate,Clear,False,refreshed
6:41,10,Meditate,Sunny,False,tired
12:51,8,Shower,Clear,True,sad
9:45,13,Phone,Snowy,True,groggy
12:08,5,Meditate,Clear,False,groggy
6:16,11,Meditate,Clear,True,sad
7:15,4,Meditate,Snowy,True,groggy
13:55,7,Phone,Rainy,False,sad
5:07,9,Dress,Snowy,False,lazy
11:53,11,Exercise,Clear,False,sad
5:47,11,Phone,Clear,True,happy
11:57,12,Shower,Cloudy,False,refreshed
4:56,9,Shower,Sunny,True,happy
12:47,11,Dress,Clear,True,groggy
12:21,4,Phone,Snowy,False,happy
9:20,4,Meditate,Clear,True,lazy
7:08,12,Phone,Cloudy,False,sad
9:11,14,Shower,Clear,True,tired
9:26,12,Eat,Rainy,False,refreshed
12:17,13,Shower,Cloudy,True,tired
9:39,9,Shower,Clear,True,refreshed
11:09,6,Eat,Clear,True,sad
12:48,10,Meditate,Cloudy,True,happy
8:55,12,Eat,Clear,True,tired
13:07,10,Dress,Cloudy,False,happy
7:56,5,Phone,Rainy,False,groggy
9:37,9,Exercise,Sunny,False,refreshed
10:07,7,Shower,Clear,True,refreshed
12:24,7,Meditate,Clear,True,tired
11:30,11,Phone,Clear,False,tired
12:11,4,Shower,Clear,True,happy
8:29,14,Meditate,Rainy,False,refreshed
6:02,8,Meditate,Sunny,True,happy
7:31,9,Meditate,Clear,True,refreshed
12:57,13,Meditate,Cloudy,False,tired
12:28,13,Shower,Rainy,True,groggy
5:58,13,Eat,Snowy,False,lazy
8:37,6,Phone,Rainy,True,groggy
4:49,7,Meditate,Hail,True,lazy
8:08,14,Meditate,Rainy,False,groggy
7:09,7,Exercise,Clear,True,sad
10:28,9,Meditate,Foggy,True,tired
5:11,9,Eat,Sunny,True,tired
12:19,9,Eat,Sunny,False,lazy
9:37,10,Dress,Clear,False,lazy
12:03,8,Phone,Sunny,False,refreshed
6:57,7,Eat,Foggy,False,refreshed
4:14,4,Phone,Clear,False,groggy
10:02,9,Eat,Rainy,False,sad
4:55,5,Shower,Clear,True,happy
12:57,10,Shower,Clear,False,sad
7:50,11,Shower,Cloudy,False,groggy
13:05,8,Shower,Snowy,True,happy
9:29,7,Phone,Rainy,True,sad
6:22,6,Eat,Foggy,True,lazy
10:19,8,Shower,Cloudy,True,lazy
13:21,13,Eat,Clear,True,refreshed
12:26,12,Shower,Clear,True,sad
11:52,12,Phone,Rainy,True,groggy
9:25,12,Shower,Clear,True,lazy
4:34,10,Exercise,Clear,True,happy
4:30,6,Exercise,Sunny,False,refreshed
7:51,12,Eat,Clear,False,groggy
4:48,11,Shower,Sunny,False,sad
10:53,12,Meditate,Cloudy,False,tired
9:52,12,Shower,Clear,True,sad
10:27,10,Eat,Hail,False,lazy
11:38,14,Meditate,Sunny,True,lazy
7:39,5,Phone,Clear,False,refreshed
13:04,4,Dress,Clear,False,happy
5:40,10,Eat,Clear,True,groggy
13:46,11,Eat,Foggy,True,sad
12:31,4,Shower,Clear,False,refreshed
9:18,14,Phone,Hail,False,lazy
6:04,5,Meditate,Rainy,True,tired
10:15,13,Eat,Sunny,True,groggy
12:33,13,Meditate,Sunny,False,lazy
4:14,14,Phone,Clear,True,tired
11:29,12,Eat,Foggy,False,happy
9:07,5,Exercise,Rainy,False,refreshed
11:10,14,Phone,Clear,True,tired
7:47,7,Shower,Cloudy,True,sad
4:25,4,Exercise,Cloudy,False,sad
13:16,14,Shower,Cloudy,True,tired
11:53,10,Eat,Clear,True,happy
12:35,7,Exercise,Rainy,True,happy
11:47,12,Dress,Clear,False,sad
5:39,9,Shower,Clear,False,happy
6:39,11,Dress,Clear,False,refreshed
11:11,6,Phone,Hail,False,lazy
12:16,12,Meditate,Sunny,True,refreshed
12:33,7,Eat,Clear,False,refreshed
7:38,14,Shower,Sunny,False,tired
4:01,5,Dress,Rainy,True,refreshed
4:29,11,Dress,Cloudy,False,refreshed
13:21,14,Meditate,Rainy,False,tired
9:45,14,Shower,Hail,True,lazy
6:02,8,Dress,Clear,True,lazy
13:43,9,Shower,Foggy,True,sad
4:37,9,Dress,Clear,True,tired
10:23,7,Eat,Snowy,False,refreshed
8:49,5,Exercise,Rainy,False,tired
12:28,10,Shower,Cloudy,True,lazy
11:17,8,Eat,Rainy,False,sad
8:42,5,Shower,Foggy,False,refreshed
13:58,4,Phone,Clear,True,refreshed
13:50,9,Phone,Hail,True,tired
12:44,7,Phone,Rainy,False,sad
11:19,12,Eat,Foggy,False,refreshed
9:52,13,Shower,Clear,True,tired
4:15,11,Phone,Foggy,True,tired
7:18,7,Exercise,Clear,False,groggy
13:58,5,Phone,Clear,False,happy
11:16,9,Phone,Sunny,True,refreshed
12:33,11,Dress,Clear,True,lazy
11:17,6,Eat,Clear,True,groggy
7:42,11,Dress,Hail,False,lazy
12:17,14,Shower,Rainy,False,groggy
12:27,7,Phone,Rainy,True,tired
7:34,14,Shower,Clear,True,tired
4:33,12,Shower,Clear,True,tired
6:11,12,Dress,Clear,False,groggy
10:00,11,Meditate,Foggy,False,tired
6:27,11,Shower,Clear,False,happy
5:23,10,Eat,Clear,False,lazy
9:42,12,Phone,Rainy,False,refreshed
10:10,9,Shower,Rainy,True,tired
8:58,14,Shower,Snowy,True,lazy
9:12,9,Phone,Foggy,False,refreshed
11:37,13,Shower,Clear,True,groggy
4:05,5,Phone,Cloudy,True,groggy
4:05,11,Phone,Rainy,False,refreshed
7:57,9,Shower,Sunny,False,tired
13:05,11,Eat,Cloudy,True,refreshed
11:57,4,Phone,Clear,True,refreshed
8:17,7,Phone,Sunny,False,lazy
13:46,11,Eat,Snowy,False,happy
13:28,7,Shower,Clear,False,groggy
9:11,9,Meditate,Clear,False,sad
10:26,9,Phone,Hail,True,refreshed
6:02,9,Exercise,Snowy,False,refreshed
10:38,9,Phone,Cloudy,True,refreshed
6:13,13,Phone,Rainy,True,lazy
6:20,6,Eat,Clear,True,sad
5:08,7,Phone,Sunny,False,lazy
5:20,10,Shower,Hail,True,tired
8:54,7,Eat,Foggy,False,refreshed
8:54,13,Meditate,Clear,True,happy
10:13,7,Phone,Clear,False,lazy
8:11,10,Eat,Sunny,True,sad
13:10,13,Dress,Cloudy,False,sad
6:32,11,Shower,Cloudy,True,lazy
7:12,14,Meditate,Foggy,True,lazy
8:44,13,Shower,Rainy,False,groggy
12:07,14,Meditate,Hail,True,lazy
7:00,5,Exercise,Cloudy,True,groggy
13:35,4,Meditate,Rainy,False,sad
6:00,4,Shower,Cloudy,False,tired
9:25,9,Exercise,Sunny,False,lazy
12:50,5,Meditate,Clear,False,tired
10:13,7,Dress,Cloudy,False,tired
4:15,9,Dress,Clear,True,sad
10:24,14,Shower,Rainy,True,refreshed
5:30,12,Eat,Sunny,True,lazy
13:16,5,Shower,Cloudy,False,refreshed
10:40,5,Phone,Rainy,False,happy
11:40,12,Dress,Foggy,True,groggy
5:24,12,Exercise,Sunny,True,lazy
5:43,5,Dress,Cloudy,False,tired
11:42,11,Shower,Clear,False,tired
7:09,6,Eat,Cloudy,False,sad
8:12,13,Eat,Sunny,False,refreshed
12:43,4,Shower,Foggy,False,refreshed
7:56,8,Phone,Rainy,True,refreshed
6:27,12,Phone,Snowy,True,tired
10:20,5,Meditate,Cloudy,False,sad
6:25,13,Phone,Snowy,False,groggy
7:55,14,Phone,Cloudy,True,groggy
8:58,4,Shower,Rainy,False,lazy
8:07,8,Meditate,Sunny,True,refreshed
11:16,5,Shower,Foggy,False,refreshed
9:56,8,Shower,Rainy,False,sad
8:21,4,Meditate,Hail,False,refreshed
7:56,13,Shower,Rainy,False,happy
11:16,9,Dress,Cloudy,False,sad
8:16,12,Shower,Rainy,True,happy
4:04,7,Meditate,Clear,False,refreshed
9:33,11,Eat,Foggy,True,tired
13:00,4,Dress,Rainy,False,groggy
10:07,8,Dress,Clear,True,lazy
11:33,14,Exercise,Clear,False,sad
11:31,8,Meditate,Clear,True,lazy
7:49,9,Shower,Clear,True,lazy
7:01,6,Phone,Rainy,False,refreshed
7:18,5,Eat,Rainy,False,happy
5:40,7,Phone,Snowy,False,happy
7:50,8,Phone,Foggy,True,tired
5:48,11,Phone,Clear,False,sad
10:29,8,Shower,Clear,False,tired
13:08,12,Meditate,Clear,False,groggy
11:14,13,Shower,Cloudy,True,lazy
5:07,10,Dress,Clear,True,sad
4:30,14,Meditate,Rainy,True,refreshed
10:08,4,Eat,Rainy,True,lazy
7:26,12,Phone,Clear,True,groggy
6:42,8,Exercise,Sunny,True,groggy
11:39,12,Dress,Rainy,True,tired
6:02,5,Dress,Hail,True,tired
6:33,4,Phone,Foggy,True,happy
6:23,9,Dress,Sunny,False,refreshed
5:29,8,Exercise,Sunny,True,happy
13:25,14,Meditate,Clear,True,refreshed
6:59,8,Shower,Clear,False,happy
7:20,10,Exercise,Clear,True,sad
4:35,8,Eat,Foggy,True,lazy
12:53,10,Dress,Sunny,True,groggy
4:50,6,Shower,Clear,True,sad
5:41,12,Eat,Sunny,True,lazy
8:39,7,Meditate,Clear,True,groggy
13:10,14,Exercise,Hail,False,groggy
10:07,10,Meditate,Rainy,True,tired
4:35,7,Meditate,Rainy,True,lazy
9:44,6,Shower,Rainy,False,refreshed
13:34,13,Shower,Clear,True,sad
7:16,13,Shower,Sunny,False,groggy
12:57,13,Eat,Hail,True,groggy
4:59,10,Phone,Clear,False,refreshed
9:40,11,Phone,Cloudy,True,groggy
10:35,12,Phone,Sunny,False,lazy
8:41,13,Dress,Sunny,False,tired
11:31,13,Meditate,Sunny,True,refreshed
7:03,10,Exercise,Snowy,False,happy
6:16,9,Exercise,Sunny,False,refreshed
4:33,8,Shower,Rainy,False,refreshed
4:12,6,Phone,Rainy,True,sad
10:49,7,Phone,Foggy,False,tired
7:05,9,Exercise,Clear,True,lazy
10:14,4,Shower,Cloudy,True,tired
13:40,5,Eat,Rainy,True,sad
6:21,6,Meditate,Clear,False,lazy
6:49,14,Dress,Hail,False,sad
4:26,11,Meditate,Clear,False,happy
5:28,13,Phone,Hail,False,happy
5:45,11,Phone,Clear,False,tired
11:58,12,Exercise,Cloudy,False,happy
7:03,13,Phone,Cloudy,False,refreshed
10:22,10,Meditate,Cloudy,True,refreshed
4:13,7,Meditate,Cloudy,True,refreshed
8:31,12,Shower,Foggy,True,groggy
7:36,13,Dress,Clear,False,tired
5:25,7,Shower,Rainy,True,sad
8:26,13,Phone,Sunny,True,refreshed
13:25,4,Meditate,Foggy,True,tired
5:45,14,Shower,Foggy,True,tired
7:29,9,Meditate,Clear,True,happy
9:24,11,Exercise,Snowy,True,groggy
10:07,7,Meditate,Foggy,True,sad
9:01,8,Meditate,Hail,True,happy
8:49,8,Phone,Clear,False,refreshed
9:07,8,Eat,Clear,True,sad
11:27,11,Phone,Hail,True,lazy
6:50,12,Shower,Sunny,False,tired
13:04,14,Shower,Clear,True,happy
5:26,7,Phone,Rainy,False,lazy
6:25,6,Exercise,Rainy,False,groggy
9:00,5,Shower,Rainy,True,sad
6:33,14,Dress,Rainy,True,refreshed
11:48,14,Meditate,Cloudy,False,tired
8:15,5,Meditate,Foggy,False,groggy
12:46,7,Shower,Clear,False,happy
13:54,12,Phone,Cloudy,True,happy
6:57,13,Meditate,Sunny,False,refreshed
12:44,9,Eat,Cloudy,True,lazy
10:49,12,Meditate,Clear,False,tired
13:41,9,Eat,Clear,True,sad
11:06,6,Phone,Sunny,True,refreshed
6:18,13,Dress,Snowy,True,groggy
5:53,10,Phone,Clear,False,refreshed
10:43,11,Shower,Cloudy,True,groggy
5:28,12,Meditate,Rainy,True,lazy
12:45,7,Dress,Sunny,False,sad
5:01,7,Phone,Rainy,True,happy
5:44,6,Phone,Sunny,True,tired
9:02,5,Shower,Clear,False,lazy
9:02,4,Phone,Sunny,False,refreshed
13:11,6,Phone,Foggy,False,tired
12:28,8,Phone,Clear,True,happy
13:52,7,Meditate,Clear,True,tired
4:05,10,Shower,Clear,True,sad
9:01,4,Phone,Rainy,True,groggy
8:33,6,Dress,Clear,False,happy
10:22,4,Dress,Clear,False,happy
7:58,6,Eat,Sunny,False,refreshed
7:10,10,Shower,Sunny,False,tired
8:28,7,Meditate,Cloudy,True,happy
6:23,6,Phone,Clear,True,groggy
13:24,13,Phone,Rainy,True,sad
13:21,14,Shower,Rainy,False,tired
4:54,10,Shower,Cloudy,True,lazy
5:38,12,Meditate,Clear,True,happy
8:41,5,Shower,Foggy,True,happy
8:46,12,Eat,Clear,False,lazy
8:01,8,Eat,Hail,False,refreshed
6:05,4,Meditate,Sunny,True,groggy
6:44,13,Shower,Sunny,True,tired
12:18,12,Phone,Sunny,True,happy
4:10,14,Shower,Clear,True,refreshed
5:09,13,Meditate,Rainy,True,groggy
10:48,11,Shower,Hail,False,tired
10:32,7,Shower,Hail,False,lazy
8:15,14,Exercise,Foggy,False,groggy
12:22,11,Shower,Clear,False,tired
10:05,13,Meditate,Clear,True,groggy
13:47,5,Dress,Snowy,True,tired
10:04,9,Meditate,Hail,False,happy
13:39,4,Phone,Cloudy,True,tired
9:11,13,Shower,Foggy,False,groggy
12:43,5,Shower,Clear,False,sad
9:55,10,Dress,Rainy,True,refreshed
9:45,6,Shower,Rainy,False,groggy
4:02,8,Shower,Cloudy,False,groggy
7:12,13,Dress,Clear,True,happy
9:06,7,Eat,Clear,True,tired
13:21,11,Dress,Rainy,False,groggy
7:13,14,Exercise,Clear,True,tired
5:44,4,Dress,Cloudy,False,happy
13:33,12,Shower,Cloudy,False,tired
8:17,7,Shower,Rainy,False,tired
7:23,7,Meditate,Hail,True,groggy
13:47,11,Eat,Sunny,True,refreshed
5:18,12,Eat,Clear,False,tired
8:13,7,Eat,Clear,False,lazy
4:33,14,Phone,Clear,True,tired
13:48,9,Shower,Clear,False,lazy
9:32,5,Exercise,Sunny,False,tired
10:26,8,Shower,Rainy,True,groggy
12:04,7,Dress,Cloudy,False,lazy
11:56,13,Exercise,Sunny,False,lazy
5:16,13,Eat,Clear,True,groggy
13:33,11,Shower,Rainy,False,sad
13:18,4,Phone,Clear,True,sad
4:56,11,Dress,Clear,False,lazy
4:00,11,Exercise,Foggy,False,refreshed
7:45,11,Meditate,Cloudy,False,sad
9:40,7,Eat,Cloudy,False,sad
11:22,10,Meditate,Rainy,False,sad
10:57,6,Shower,Cloudy,False,groggy
6:19,8,Exercise,Clear,True,refreshed
4:46,4,Dress,Foggy,True,happy
6:19,14,Eat,Cloudy,False,lazy
10:23,6,Meditate,Clear,False,happy
7:20,6,Exercise,Rainy,False,refreshed
11:20,14,Dress,Clear,False,groggy
8:23,11,Shower,Cloudy,False,sad
7:02,11,Dress,Rainy,True,sad
7:49,12,Shower,Cloudy,False,tired
13:48,14,Shower,Cloudy,False,sad
5:22,5,Shower,Hail,True,lazy
6:50,4,Shower,Clear,True,refreshed
6:04,14,Shower,Snowy,False,lazy
5:45,10,Shower,Sunny,True,tired
5:13,9,Meditate,Snowy,True,lazy
8:21,13,Shower,Rainy,False,refreshed
10:00,14,Dress,Snowy,False,happy
13:14,4,Shower,Snowy,False,refreshed
6:31,11,Exercise,Clear,False,refreshed
4:25,5,Eat,Cloudy,False,tired
7:09,11,Phone,Clear,False,groggy
4:12,7,Dress,Snowy,False,refreshed
5:06,10,Meditate,Rainy,False,tired
8:35,8,Dress,Cloudy,False,groggy
6:43,7,Dress,Sunny,True,lazy
4:38,4,Shower,Snowy,True,sad
7:46,9,Meditate,Cloudy,True,tired
6:10,9,Phone,Rainy,False,happy
5:10,5,Eat,Clear,True,refreshed
